lagging_current_reactive_power_kvarh,leading_current_reactive_power_kvarh,co2_tco2,lagging_current_power_factor,leading_current_power_factor,nsm,mixed_type_col,usage_kwh
49.97,0.0,0.05,92.19,100.0,57600,723.0,118.94
5.29,0.0,0.0,51.4,100.0,27900,468.0,3.17
4.1,0.0,0.0,64.06,100.0,83700,220.0,3.42
34.96,0.18,0.05,94.84,100.0,63000,564.0,104.62
51.08,0.0,0.05,90.61,100.0,54000,777.0,109.4
4.79,0.0,0.0,47.14,100.0,0,776.0,2.56
28.3,0.0,0.03,91.99,100.0,35100,814.0,66.38
0.0,5.4,0.0,100.0,14.25,73800,303.0,3.67
5.0,0.0,0.0,61.4,100.0,81000,178.0,3.89
11.05,0.36,0.02,97.08,100.0,72000,544.0,44.71
4.9,0.0,0.0,62.22,100.0,11700,161.0,3.06
0.0,5.4,0.0,100.0,15.97,73800,925.0,3.56
36.61,0.0,0.04,92.93,100.0,39600,830.0,92.09
3.38,0.0,0.0,74.19,100.0,12600,235.0,3.74
4.86,0.0,0.0,50.05,100.0,15300,739.0,2.81
5.83,0.0,0.0,48.12,100.0,85500,448.0,3.2
31.54,0.0,0.03,89.23,100.0,72900,769.0,62.35
0.9,5.4,0.0,99.52,40.31,44100,900.0,9.18
5.33,0.0,0.0,47.54,100.0,14400,137.0,2.88
53.1,0.0,0.04,85.5,100.0,66600,380.0,87.55
54.885,1.37,0.0,64.63,90.91,12600,169.0,2.99
4.93,0.0,0.0,47.48,100.0,82800,336.0,2.66
41.8,0.0,0.02,77.87,100.0,30600,191.0,51.88
0.0,5.4,0.0,100.0,23.11,70200,983.0,2.95
24.44,0.0,0.02,88.36,100.0,33300,615.0,46.12
39.85,0.0,0.05,93.73,100.0,33300,183.0,107.14
48.85,0.0,0.05,90.58,100.0,71100,968.0,104.4
2.84,0.04,0.0,90.33,100.0,27900,674.0,5.98
7.09,0.0,0.0,60.87,100.0,28800,773.0,5.44
4.72,0.0,0.0,57.07,100.0,23400,391.0,3.28
7.24,0.0,0.0,40.43,100.0,9900,44.0,3.2
54.43,0.0,0.04,86.14,100.0,42300,370.0,92.3
0.0,5.4,0.0,100.0,27.26,45900,964.0,3.1
4.61,0.0,0.0,55.3,100.0,9900,773.0,3.06
7.56,0.0,0.0,47.67,100.0,9000,751.0,4.1
6.34,0.0,0.0,69.04,100.0,81900,220.0,6.05
4.68,0.04,0.0,86.29,100.0,28800,195.0,7.99
1.73,5.4,0.0,90.32,24.86,80100,420.0,3.64
0.0,5.4,0.0,91.1,30.29,54000,607.0,7.38
30.56,0.0,0.03,90.52,100.0,34200,743.0,65.09
0.0,5.4,0.0,100.0,15.66,76500,476.0,3.92
7.13,0.07,0.02,98.58,100.0,53100,252.0,41.83
54.885,0.0,0.05,92.12,100.0,54000,540.0,107.06
40.72,0.0,0.04,89.09,100.0,30600,348.0,79.85
5.0,0.0,0.0,69.18,100.0,82800,81.0,4.79
4.97,0.0,0.0,76.69,100.0,19800,766.0,5.94
0.0,0.0,0.0,100.0,24.45,44100,338.0,5.22
24.59,0.0,0.03,91.59,100.0,50400,82.0,56.09
0.0,5.4,0.0,100.0,21.03,72900,518.0,3.67
39.78,0.0,0.03,82.76,100.0,58500,765.0,58.64
53.35,0.0,0.03,80.61,100.0,36900,29.0,72.68
0.0,5.4,0.0,100.0,15.12,68400,498.0,4.03
4.39,0.0,0.0,60.66,100.0,28800,610.0,3.35
4.54,0.0,0.0,71.48,100.0,900,100.0,4.64
6.01,0.0,0.0,53.94,100.0,0,259.0,3.85
6.12,0.0,0.0,47.24,100.0,12600,853.0,3.28
5.15,0.0,0.0,53.25,100.0,17100,9.0,3.24
27.94,0.0,0.03,91.56,100.0,54000,460.0,63.61
3.31,0.0,0.0,82.65,100.0,83700,898.0,4.86
33.23,0.0,0.03,91.03,100.0,36000,852.0,73.08
0.0,5.4,0.0,100.0,23.81,70200,568.0,2.77
4.64,0.0,0.0,47.14,100.0,0,725.0,2.48
3.71,0.0,0.0,66.57,100.0,27000,586.0,3.31
0.0,5.4,0.0,100.0,14.32,50400,124.0,3.74
5.15,0.0,0.0,60.57,100.0,81900,662.0,3.92
3.49,0.25,0.02,99.58,100.0,50400,111.0,37.84
32.11,0.0,0.03,89.07,100.0,53100,127.0,62.93
0.0,5.4,0.0,100.0,18.02,38700,335.0,3.06
4.5,0.0,0.0,56.73,100.0,11700,108.0,3.1
5.87,0.0,0.0,47.52,100.0,18900,352.0,3.17
53.32,0.0,0.05,89.9,100.0,31500,776.0,109.48
44.6,0.0,0.04,90.55,100.0,32400,486.0,95.18
0.0,5.4,0.0,100.0,21.55,46800,494.0,3.67
34.92,0.0,0.03,87.31,100.0,73800,891.0,62.53
0.0,5.4,0.0,100.0,17.75,68400,42.0,4.07
26.75,0.0,0.02,89.25,100.0,36900,149.0,52.92
0.0,5.4,0.0,100.0,24.84,60300,520.0,5.76
32.22,0.0,0.03,88.46,100.0,34200,728.0,61.13
0.0,5.4,0.0,100.0,26.3,63000,820.0,4.79
30.64,0.0,0.04,93.37,100.0,32400,26.0,79.88
2.95,0.29,0.0,81.44,99.76,3600,66.0,4.14
0.0,5.4,0.0,100.0,15.0,63900,667.0,4.03
26.57,0.0,0.02,89.73,100.0,56700,920.0,54.0
6.55,0.0,0.0,60.14,100.0,900,256.0,4.93
0.0,5.4,0.0,100.0,19.63,63000,650.0,4.18
42.23,0.0,0.03,84.56,100.0,55800,698.0,66.89
35.89,0.0,0.03,84.9,100.0,67500,441.0,57.67
2.12,0.18,0.0,95.47,99.96,28800,552.0,6.8
0.0,5.4,0.0,100.0,18.99,72900,725.0,3.46
21.35,0.0,0.02,92.58,100.0,51300,320.0,52.27
0.0,5.4,0.0,100.0,14.11,64800,988.0,3.74
44.46,0.0,0.04,86.79,100.0,38700,625.0,77.69
3.74,0.0,0.0,65.01,100.0,7200,891.0,3.2
3.64,0.0,0.0,64.84,100.0,14400,333.0,3.1
54.885,0.0,0.05,89.35,100.0,36000,474.0,124.85
0.0,5.4,0.0,100.0,20.2,45900,609.0,5.22
35.53,0.0,0.03,84.48,100.0,72000,105.0,56.09
6.73,0.83,0.01,97.85,99.97,40500,318.0,31.9
25.45,0.14,0.02,81.76,100.0,29700,288.0,36.14
45.32,0.0,0.03,82.49,100.0,40500,443.0,66.13
0.0,5.4,0.0,100.0,18.44,36900,804.0,3.1
4.9,0.0,0.0,59.63,100.0,4500,503.0,3.64
0.86,5.4,0.01,99.7,51.21,44100,232.0,11.12
4.75,0.0,0.0,57.98,100.0,22500,322.0,3.38
18.4,0.0,0.03,96.12,100.0,70200,227.0,64.12
4.97,0.0,0.0,50.66,100.0,12600,381.0,2.92
31.39,0.0,0.03,86.84,100.0,57600,564.0,54.97
0.0,5.4,0.0,100.0,20.36,77400,101.0,3.49
3.92,0.0,0.0,64.52,100.0,15300,915.0,3.31
13.93,0.0,0.02,96.17,100.0,72900,892.0,48.89
4.97,0.0,0.0,48.28,100.0,23400,551.0,2.74
0.0,5.4,0.0,100.0,23.87,39600,769.0,2.77
1.84,5.4,0.0,93.85,30.66,80100,834.0,5.0
0.4,3.6,0.02,99.99,99.46,70200,65.0,34.63
5.65,0.94,0.01,98.41,99.95,64800,694.0,31.32
4.97,0.0,0.0,47.19,100.0,10800,317.0,2.66
32.72,0.0,0.03,90.06,100.0,40500,481.0,67.79
0.0,5.4,0.0,100.0,25.15,74700,575.0,6.66
27.29,0.0,0.03,90.28,100.0,54000,311.0,57.28
3.64,0.0,0.0,62.05,100.0,83700,64.0,2.88
0.0,5.4,0.0,100.0,20.17,77400,232.0,2.84
0.0,5.4,0.0,100.0,20.96,75600,206.0,5.58
0.04,5.4,0.0,99.99,23.84,79200,425.0,3.96
5.83,0.0,0.0,44.78,100.0,22500,640.0,2.92
35.82,0.0,0.02,78.19,100.0,40500,916.0,44.93
32.44,0.0,0.03,87.42,100.0,60300,267.0,58.39
9.0,0.79,0.04,99.32,99.99,63000,155.0,76.9
28.12,0.0,0.03,89.22,100.0,51300,588.0,55.55
0.5,1.98,0.02,99.99,99.88,72000,496.0,40.32
4.68,4.86,0.01,98.22,98.08,75600,857.0,24.44
3.17,0.0,0.0,85.3,100.0,81000,191.0,5.18
0.0,5.4,0.0,100.0,25.32,45900,573.0,5.36
3.92,0.0,0.0,62.4,100.0,11700,204.0,3.13
0.0,5.4,0.0,100.0,46.14,66600,747.0,3.24
0.0,5.4,0.0,100.0,36.1,44100,85.0,4.25
5.26,0.0,0.0,45.67,100.0,5400,933.0,2.7
0.0,5.4,0.0,100.0,29.73,62100,222.0,5.29
0.0,5.4,0.0,100.0,15.54,78300,786.0,3.71
4.07,0.0,0.0,61.81,100.0,13500,77.0,3.2
30.2,0.0,0.02,79.78,100.0,83700,311.0,39.96
32.08,0.0,0.03,89.71,100.0,67500,320.0,65.12
1.8,3.31,0.02,99.87,99.57,64800,601.0,35.6
34.42,0.0,0.05,94.48,100.0,70200,687.0,99.29
0.0,5.4,0.01,100.0,97.46,64800,367.0,31.14
2.16,0.14,0.0,92.4,99.96,84600,552.0,5.22
3.56,0.0,0.0,63.42,100.0,22500,724.0,2.92
6.41,0.0,0.0,44.33,100.0,20700,379.0,3.17
4.82,0.0,0.0,54.95,100.0,18000,717.0,3.53
0.0,5.4,0.0,100.0,50.88,40500,935.0,5.0
13.54,0.0,0.05,96.38,100.0,37800,597.0,48.96
0.0,5.4,0.0,100.0,22.8,36900,318.0,2.74
4.18,0.0,0.0,53.25,100.0,20700,781.0,2.63
6.44,0.0,0.0,50.62,100.0,10800,141.0,3.78
22.9,0.0,0.04,95.92,100.0,72900,451.0,77.69
0.0,5.4,0.0,100.0,19.77,71100,202.0,2.81
0.0,5.4,0.0,100.0,12.71,70200,962.0,3.42
4.9,0.0,0.0,61.48,100.0,4500,325.0,3.82
38.48,0.0,0.03,89.18,100.0,900,915.0,75.85
0.54,5.29,0.01,99.98,98.02,51300,195.0,26.21
47.05,0.0,0.04,88.17,100.0,35100,849.0,87.91
42.19,0.0,0.0392596256980695,89.59,100.0,25200,386.0,85.07
34.24,0.0,0.03,90.63,100.0,57600,43.0,73.44
0.0,5.4,0.0,100.0,59.98,57600,564.0,7.96
38.48,0.0,0.04,91.84,100.0,51300,206.0,89.35
14.295,0.0,0.0,53.64,100.0,81900,507.0,4.03
5.04,0.0,0.0,51.02,100.0,14400,49.0,2.99
4.46,0.0,0.0,49.78,100.0,3600,271.0,2.56
0.0,5.4,0.0,100.0,17.11,60300,160.0,2.95
32.72,0.0,0.05,95.41,100.0,36000,382.0,104.26
39.56,0.0,0.03,83.52,100.0,62100,210.0,60.08
4.1,0.0,0.0,60.31,100.0,22500,689.0,3.1
48.38,0.0,0.03,79.68,100.0,40500,186.0,63.79
0.0,5.4,0.0,100.0,20.58,54000,875.0,4.68
4.57,0.0,0.0,65.49,100.0,8100,55.0,3.96
5.0,0.18,0.02,99.07,100.0,68400,653.0,36.5
2.63,0.0,0.0,88.66,100.0,82800,812.0,5.04
19.33,0.0,0.03,95.97,100.0,70200,768.0,66.02
5.22,0.0,0.0,62.11,100.0,6300,609.0,2.52
4.57,0.0,0.0,50.87,100.0,900,91.0,2.7
20.81,0.0,0.02,90.18,100.0,67500,619.0,43.42
24.66,0.0,0.03,91.19,100.0,65700,235.0,54.79
3.74,0.0,0.0,62.82,100.0,10800,292.0,3.02
6.8,0.0,0.0,47.19,100.0,82800,176.0,3.64
7.81,0.0,0.02,98.31,100.0,69300,710.0,41.98
3.67,0.0,0.0,60.79,100.0,28800,967.0,2.81
4.57,0.0,0.0,54.23,100.0,21600,232.0,2.95
0.0,5.4,0.0,100.0,18.89,67500,953.0,4.1
4.72,0.0,0.0,63.6,100.0,7200,156.0,3.89
6.08,0.0,0.05,44.49,100.0,18900,795.0,3.02
3.46,0.0,0.0,68.8,100.0,84600,545.0,3.28
38.16,0.0,0.04,91.5,100.0,39600,669.0,86.54
4.36,0.0,0.0,56.94,100.0,3600,153.0,3.02
46.94,0.0,0.05,91.7,100.0,71100,296.0,107.89
0.0,5.4,0.0,100.0,21.21,67500,280.0,3.82
38.45,0.0,0.04,92.85,100.0,68400,614.0,96.12
29.38,0.0,0.03,88.71,100.0,43200,344.0,56.48
26.64,0.0,0.02,87.9,100.0,70200,628.0,49.1
4.64,0.0,0.0,47.73,100.0,22500,350.0,2.52
3.71,1.98,0.01,99.3,99.8,64800,982.0,31.25
54.885,0.0,0.05,91.26,100.0,55800,523.0,122.94
3.71,0.0,0.0,57.24,100.0,84600,189.0,2.59
23.04,0.0,0.03,99.96,100.0,53100,439.0,59.98
0.0,5.4,0.0,100.0,37.07,45000,587.0,4.57
0.0,5.4,0.0,100.0,40.77,65700,530.0,4.0
13.0,0.0,0.03,97.5,100.0,37800,932.0,57.06
25.81,0.0,0.03,92.64,100.0,58500,181.0,63.5
0.0,5.4,0.0,100.0,20.26,70200,668.0,3.56
8.17,0.0,0.02,98.62,100.0,62100,349.0,48.6
1.8,3.6,0.01,99.84,99.35,34200,849.0,31.54
33.62,0.0,0.03,87.24,100.0,35100,132.0,60.01
4.54,0.0,0.0,47.94,100.0,6300,663.0,2.48
4.21,0.0,0.0,58.79,100.0,24300,497.0,3.06
1.44,0.68,0.01,99.9,99.98,63900,442.0,32.0
0.0,5.4,0.0,100.0,22.01,68400,330.0,3.24
0.0,5.4,0.0,100.0,43.63,61200,707.0,9.11
0.0,5.4,0.0,100.0,19.2,75600,849.0,3.24
0.0,5.4,0.0,100.0,18.51,69300,981.0,3.31
27.72,0.0,0.03,90.19,100.0,48600,703.0,57.89
27.72,1.37,0.03,91.71,99.98,65700,225.0,125.19
0.0,5.4,0.0,64.47,20.57,60300,459.0,2.52
2.56,3.28,0.01,99.56,99.29,64800,588.0,27.32
39.35,0.0,0.03,81.72,100.0,72900,227.0,55.8
4.5,0.0,0.0,53.37,100.0,15300,641.0,2.84
29.34,0.0,0.03,93.11,100.0,36900,167.0,74.92
9.72,0.04,0.02,97.73,100.0,60300,284.0,44.82
4.82,0.0,0.0,48.87,100.0,29700,215.0,2.7
4.46,0.0,0.0,54.25,100.0,27900,936.0,2.88
43.6,0.0,0.05,92.39,100.0,53100,442.0,105.26
26.17,0.0,0.05,96.85,100.0,38700,545.0,101.7
37.73,0.0,0.03,90.27,100.0,61200,431.0,63.4
2.12,0.18,0.0,83.98,99.85,26100,658.0,3.28
6.7,0.18,0.0,49.82,99.89,80100,735.0,3.85
30.56,0.0,0.02,81.01,100.0,41400,277.0,42.23
24.23,0.0,0.02,90.84,100.0,59400,31.0,52.63
6.59,0.0,0.0,56.73,100.0,2700,109.0,4.54
54.885,0.0,0.03,78.01,100.0,69300,41.0,69.84
4.32,0.0,0.0,62.07,100.0,84600,16.0,3.42
25.67,0.0,0.02,89.74,100.0,49500,587.0,52.2
3.89,0.0,0.0,76.63,100.0,2700,662.0,4.64
45.32,0.0,0.03,83.82,100.0,34200,313.0,69.66
4.21,0.0,0.0020121308104335,71.94,100.0,82800,749.0,4.36
4.14,0.0,0.0,58.93,100.0,24300,167.0,3.02
6.52,0.0,0.0,49.05,100.0,9000,724.0,3.67
47.56,0.0,0.03,80.63,100.0,42300,137.0,64.84
4.79,0.0,0.0,70.71,100.0,28800,483.0,4.79
4.93,0.0,0.0,68.54,100.0,6300,122.0,4.64
6.77,1.87,0.03,99.43,99.96,52200,876.0,62.93
12.92,0.0,0.02,95.71,100.0,51300,321.0,42.7
0.0,5.4,0.0,100.0,100.0,49500,150.0,2.77
3.38,0.0,0.0,79.715,100.0,19800,780.0,3.1
0.0,5.4,0.0,100.0,25.97,34200,406.0,3.02
0.0,4.9,0.0,100.0,63.89,43200,153.0,4.07
0.0,5.4,0.0,100.0,21.37,73800,598.0,4.75
0.0,5.4,0.0,100.0,16.24,45900,184.0,3.74
27.07,0.0,0.03,90.89,100.0,54000,133.0,59.0
5.4,0.0,0.0,50.98,100.0,21600,118.0,3.2
5.29,0.0,0.0,45.99,100.0,23400,820.0,2.74
5.62,0.0,0.0,45.1,100.0,12600,241.0,2.84
5.11,0.0,0.0,59.87,100.0,6300,54.0,3.82
0.0,4.61,0.0,100.0,53.9,11700,26.0,3.42
0.0,3.71,0.0,100.0,64.96,82800,382.0,3.17
33.73,0.0,0.03,87.35,100.0,39600,502.0,60.52
45.79,0.0,0.05,93.67,100.0,72900,465.0,122.51
3.35,0.0,0.0,66.59,100.0,25200,124.0,2.99
10.55,0.0,0.02,95.95,100.0,57600,285.0,35.93
2.27,0.14,0.0,81.9,99.91,10800,699.0,3.24
40.03,0.0,0.05,92.77,100.0,71100,577.0,99.47
4.9,0.0,0.0,53.83,100.0,900,560.0,3.13
5.83,0.0,0.0,62.27,100.0,12600,254.0,4.64
4.32,0.0,0.0,58.3,100.0,11700,632.0,3.1
52.52,0.0,0.05,93.7,100.0,33300,653.0,125.19
27.79,0.0,0.02,79.71,100.0,30600,283.0,36.68
48.71,0.0,0.05,90.34,100.0,56700,479.0,61.16
0.0,5.4,0.0,100.0,17.86,46800,475.0,4.75
6.98,0.0,0.0,53.84,100.0,900,247.0,4.46
5.08,0.0,0.0,51.1,100.0,18000,703.0,3.02
4.07,0.0,0.0,60.96,100.0,15300,393.0,3.13
4.43,5.4,0.0,51.48,100.0,10800,444.0,2.66
15.44,0.0,0.02,94.37,100.0,36900,739.0,44.06
3.28,0.0,0.0,67.73,100.0,12600,999.0,3.02
5.9,0.0,0.0,66.55,100.0,900,698.0,5.26
22.36,0.0,0.01,80.3,100.0,9900,710.0,30.13
54.885,0.0,0.05,92.4,100.0,51300,936.0,125.19
5.29,0.0,0.0,57.0,100.0,12600,942.0,3.67
3.92,0.0,0.0,72.03,100.0,83700,79.0,4.07
21.13,0.0,0.02,91.18,100.0,66600,486.0,46.91
23.4,0.0,0.02,89.51,100.0,61200,893.0,57.28
2.48,0.0,0.0,80.96,100.0,23400,422.0,3.42
5.18,0.0,0.0,56.31,100.0,27900,197.0,3.53
3.67,0.0,0.0,63.16,100.0,23400,512.0,2.99
1.26,5.4,0.01,99.8,95.33,76500,708.0,19.76
28.08,0.04,0.02,87.1,100.0,40500,740.0,49.79
15.48,0.04,0.02,93.97,100.0,62100,649.0,42.55
46.55,0.0,0.03,81.76,100.0,50400,680.0,66.1
41.54,0.0,0.04,90.76,100.0,35100,142.0,89.78
39.53,0.0,0.0320833334727847,86.93,100.0,37800,681.0,69.52
4.97,0.0,0.0,49.22,100.0,24300,803.0,2.81
19.51,0.0,0.02,90.87,100.0,37800,288.0,54.25
32.26,0.0,0.03,90.99,100.0,54000,686.0,70.74
19.58,5.4,0.03,94.8,99.17,47700,274.0,58.32
5.0,0.0,0.0,47.51,100.0,9000,438.0,2.7
45.94,0.0,0.03,82.99,100.0,41400,815.0,68.33
21.38,0.0,0.01,83.0,100.0,83700,684.0,31.82
3.42,0.0,0.0,59.93,100.0,8100,34.0,2.56
28.48,0.0,0.03,91.23,100.0,65700,948.0,63.43
52.85,0.0,0.05,92.36,100.0,68400,277.0,125.19
5.83,0.0,0.0,60.5,100.0,2700,433.0,4.43
3.82,0.0,0.0,62.52,100.0,6300,302.0,3.06
5.36,0.0,0.0,79.715,100.0,25200,70.0,2.95
22.68,0.11,0.04,96.18,100.0,63000,110.0,79.7
0.0,5.4,0.0,100.0,17.14,64800,381.0,3.17
37.01,0.0,0.04,90.8,100.0,36000,356.0,80.21
5.33,0.0,0.0,57.44,100.0,9000,27.0,3.74
27.61,0.0,0.02,86.43,100.0,42300,565.0,47.45
0.0,5.4,0.0,100.0,16.87,33300,267.0,4.75
9.94,0.0,0.04,99.31,100.0,51300,238.0,84.31
17.03,0.0,0.02,94.52,100.0,74700,593.0,49.32
54.885,0.0,0.05,87.95,100.0,51300,978.0,58.97
46.76,0.0,0.04,86.51,100.0,66600,955.0,80.64
0.0,5.4,0.0,100.0,24.89,60300,587.0,2.95
45.14,0.0,0.05,91.64,100.0,74700,565.0,103.36
3.56,0.0,0.0,68.09,100.0,3600,630.0,3.31
23.22,0.0,0.02,90.59,100.0,60300,479.0,49.68
5.04,0.0,0.0,52.39,100.0,15300,664.0,3.1
52.74,0.0,0.03,79.45,100.0,42300,698.0,69.01
3.74,0.0,0.0,65.94,100.0,30600,842.0,3.28
6.37,0.0,0.0,60.34,100.0,28800,778.0,4.82
0.0,5.4,0.0,100.0,17.94,79200,686.0,3.82
3.85,0.0,0.0,58.4,100.0,19800,52.0,2.77
19.37,0.0,0.02,92.22,100.0,58500,821.0,46.19
17.03,0.0,0.02,95.06,100.0,69300,314.0,52.16
4.46,3.74,0.01,96.46,97.47,65700,816.0,16.31
0.0,5.4,0.0,100.0,18.74,73800,997.0,3.31
3.82,0.0,0.0,65.14,100.0,28800,784.0,3.28
43.78,0.0,0.04,89.1,100.0,58500,317.0,85.9
3.92,0.0,0.0,60.13,100.0,83700,929.0,2.95
4.86,0.0,0.0,51.89,100.0,25200,356.0,2.95
0.32,5.4,0.01,100.0,98.32,39600,58.0,32.36
54.885,0.0,0.05,88.04,100.0,33300,118.0,113.04
0.0,5.4,0.0,100.0,18.92,77400,746.0,3.35
5.54,0.0,0.0,44.33,100.0,25200,211.0,2.74
0.0,5.4,0.0,100.0,16.89,33300,579.0,4.54
3.92,0.0,0.0,67.23,100.0,0,218.0,3.56
0.0,5.4,0.0,100.0,28.66,45900,589.0,7.56
4.86,0.0,0.0,69.67,100.0,9900,740.0,4.72
3.85,0.0,0.0,68.7,100.0,0,462.0,3.64
29.56,0.0,0.02,87.03,100.0,41400,50.0,52.24
28.55,0.0,0.03,92.03,100.0,68400,41.0,67.18
13.18,0.22,0.02,95.08,100.0,80100,291.0,40.46
54.885,0.0,0.05,84.19,100.0,42300,67.0,117.68
5.87,0.0,0.0,55.93,100.0,8100,822.0,3.96
0.0,5.4,0.0,100.0,22.73,57600,654.0,2.74
51.19,0.0,0.03,78.39,100.0,30600,975.0,64.62
5.8,0.0,0.0,47.14,100.0,23400,100.0,3.1
4.86,0.0,0.0,58.0,100.0,25200,493.0,3.46
0.0,5.4,0.0,100.0,16.36,56700,785.0,3.17
20.2,0.61,0.05,87.91,99.99,65700,359.0,37.26
9.79,0.36,0.02,96.57,100.0,54000,456.0,36.4
4.86,0.0,0.0,50.98,100.0,81000,334.0,2.88
6.12,0.0,0.0,44.72,100.0,14400,54.0,3.06
5.22,0.0,0.0013291139298276,48.31,100.0,12600,924.0,2.88
43.63,0.0,0.02,76.59,100.0,66600,259.0,51.98
54.07,0.0,0.03,79.66,100.0,32400,290.0,71.24
54.885,0.0,0.03,95.54,100.0,72000,750.0,69.16
6.05,4.32,0.02,98.59,99.27,75600,804.0,35.6
0.0,5.4,0.0,100.0,14.64,73800,212.0,3.74
35.82,0.0,0.04,91.3,100.0,39600,305.0,80.14
32.36,0.0,0.02,83.33,100.0,29700,612.0,48.78
3.64,5.4,0.02,99.41,100.0,47700,586.0,33.44
20.7,0.0,0.02,92.27,100.0,33300,660.0,49.54
33.05,0.0,0.04,92.26,100.0,38700,397.0,79.02
5.04,0.0,0.0,53.6,100.0,15300,684.0,3.2
6.01,0.0,0.0,44.9,100.0,1800,207.0,3.02
4.61,0.0,0.0,52.98,100.0,28800,470.0,2.88
31.68,0.0,0.03,64.47,100.0,32400,709.0,54.54
41.08,0.0,0.04,92.12,100.0,51300,5.0,97.27
53.32,0.0,0.05,90.22,100.0,56700,842.0,111.53
0.0,5.4,0.0,100.0,27.97,55800,580.0,5.36
2.02,4.18,0.02,99.84,99.3,75600,884.0,35.24
25.16,0.0,0.03,92.5,100.0,63000,681.0,61.505
4.18,0.0,0.0,51.76,100.0,9900,777.0,2.48
0.18,3.2,0.02,100.0,99.68,77400,719.0,39.71
0.0,5.4,0.0,79.715,24.75,74700,878.0,2.84
0.0,5.4,0.0,100.0,36.96,75600,957.0,8.35
18.18,0.0,0.02,92.83,100.0,49500,0.0,45.4
3.89,0.0,0.0,78.75,100.0,8100,56.0,4.97
31.28,0.0,0.02,79.53,100.0,15300,837.0,41.04
7.06,0.0,0.0,48.54,100.0,10800,401.0,3.92
39.96,0.0,0.03,82.95,100.0,41400,546.0,59.36
4.14,0.0,0.0,60.79,100.0,9900,818.0,3.17
30.17,0.0,0.03,90.65,100.0,35100,97.0,125.19
6.55,0.0,0.0,56.63,100.0,12600,727.0,4.5
21.67,0.0,0.02,92.47,100.0,73800,250.0,52.63
0.0,5.4,0.0,100.0,17.18,51300,174.0,3.85
48.2,0.0,0.05,90.68,100.0,70200,278.0,61.16
0.04,5.4,0.01,100.0,95.69,76500,977.0,25.96
5.18,0.0,0.0,45.68,100.0,20700,555.0,2.66
6.01,0.0,0.0,43.21,100.0,12600,136.0,2.88
54.885,0.0,0.03,95.08,100.0,66600,559.0,62.35
0.0,5.4,0.0,100.0,25.21,45000,205.0,3.46
6.48,0.0,0.0,43.94,100.0,18000,37.0,3.17
54.885,0.0,0.04,83.25,100.0,49500,442.0,125.19
5.33,0.0,0.0,50.28,100.0,19800,288.0,125.19
14.22,0.0,0.03,96.9,100.0,38700,942.0,55.73
24.84,0.0,0.04,96.69,100.0,53100,872.0,94.18
0.0,5.4,0.0,100.0,16.66,71100,888.0,2.84
0.0,5.4,0.0,100.0,24.88,61200,822.0,2.81
5.11,0.0,0.0,47.66,100.0,900,851.0,2.77
54.885,0.0,0.04,80.52,100.0,29700,752.0,78.26
0.0,5.4,0.0,100.0,19.02,79200,489.0,3.02
5.69,0.0,0.0,42.87,100.0,22500,92.0,2.7
5.65,0.0,0.0,47.14,100.0,22500,296.0,3.02
0.0,5.4,0.0,100.0,19.94,71100,39.0,3.67
2.63,0.0,0.0,76.56,100.0,14400,786.0,3.13
0.0,5.4,0.0,100.0,25.88,69300,526.0,46.12
2.99,0.0,0.0,62.11,100.0,900,570.0,3.82
5.58,0.0,0.0,57.87,100.0,85500,269.0,3.96
46.04,0.0,0.05,91.51,100.0,42300,973.0,104.47
5.65,0.0,0.0,48.93,100.0,27900,851.0,3.17
4.82,0.0,0.0,48.87,100.0,15300,485.0,2.7
0.0,5.4,0.0,100.0,49.79,66600,90.0,4.03
5.11,0.0,0.0,48.19,100.0,19800,648.0,2.81
5.22,0.0,0.0,46.87,100.0,1800,675.0,2.77
8.24,0.0,0.0,72.8,100.0,28800,50.0,8.75
44.82,0.0,0.04,89.42,100.0,37800,874.0,89.53
3.82,0.0,0.0,80.32,100.0,4500,500.0,5.15
54.885,0.0,0.0,53.6,100.0,12600,448.0,3.2
3.13,0.0,0.0,70.71,100.0,9900,629.0,3.13
4.03,0.0,0.0,64.7,100.0,27000,622.0,3.42
3.92,0.0,0.0,66.5,100.0,81900,786.0,3.49
5.15,0.0,0.0,47.9,100.0,11700,976.0,2.81
0.0,5.4,0.0,100.0,19.0,54000,566.0,3.17
0.18,5.4,0.02,100.0,98.61,53100,804.0,33.8
5.22,0.0,0.0,50.57,100.0,7200,335.0,3.06
51.48,0.0,0.04,88.22,100.0,31500,535.0,96.44
3.85,0.0,0.0,63.08,100.0,85500,784.0,3.13
27.58,0.0,0.04,96.06,100.0,34200,634.0,95.26
0.0,5.4,0.0,100.0,17.17,41400,381.0,3.2
0.0,5.4,0.0,100.0,21.07,54900,19.0,3.53
4.14,0.0,0.0,74.9,100.0,15300,798.0,4.68
4.18,0.0,0.04,90.25,100.0,22500,986.0,92.66
6.55,0.0,0.0,47.44,100.0,82800,175.0,3.53
29.45,0.0,0.05,95.81,100.0,70200,117.0,98.57
49.25,0.0,0.03,82.69,100.0,40500,136.0,72.43
14.33,0.0,0.02,94.33,100.0,57600,65.0,40.72
0.0,5.4,0.0,100.0,23.93,76500,609.0,2.99
0.0,5.4,0.0,100.0,22.34,49500,478.0,3.96
54.885,0.0,0.05,84.49,100.0,42300,264.0,109.22
